"","Dscrmn","Dffclt","Gussng"
"V1",1.85923370067238,1.00733077840029,0.0765894167871142
"V2",1.42156874702686,-0.00715480887354113,0.0605061648337325
"V3",2.48672740355291,1.57334724114687,0.179022921635266
"V4",1.07718076652369,-0.745868276948379,0.00126066838673732
"V5",0.826031890808226,2.47719092644257,0.120809459098906
"V6",0.972790838336708,0.247915331922329,1.35795193669272e-05
"V7",0.646820228990276,-0.665702376063222,0.000537561404160087
"V8",1.35100474919747,0.328511930389537,0.124525205736949
"V9",1.77178371875821,0.268167601055082,0.153431585910252
"V10",2.11390402060092,0.41874234993118,0.119341253463115
"V11",0.804549110896606,-0.0252340650580964,0.000120896877294316
"V12",1.17599160289072,2.9268766897305,0.0943861174333737
"V13",3.46876961256283,2.13404644864101,0.102386492393807
"V14",1.64430100901967,0.0857307739516174,0.186832319600219
"V15",0.680584535708355,-0.725461167166598,0.00673109249577301
"V16",2.07750754649445,1.33037785437375,0.169029997285754
"V17",0.74843959854251,1.59636757240336,0.0833666967471112
"V18",1.59756539969279,1.87563789026348,0.192832893535934
"V19",1.03469962048693,0.415217699353077,0.216748515219287
"V20",2.28346607424239,2.41701798527823,0.163287322958387
"V21",1.94627420940188,0.769937796697865,0.32487814940663
"V22",1.70071306196076,1.41275566579138,0.155447136898058
"V23",1.99346219260016,2.89451781627149,0.220230073087324
"V24",2.09936882079505,0.471306010727553,0.232764765451911
"V25",1.49499202743632,1.64326268012535,0.199924275652793
"V26",2.25083490642552,1.39722968100276,0.179913441204585
"V27",1.29442888254239,-0.160200549456493,0.140682932948984
"V28",1.73453517875173,1.60396526254674,0.172572979613452
"V29",1.45866270891645,1.9034202500799,0.0956408936550941
"V30",-0.375908682344788,-5.24652873763504,0.0513785887106747
"V31",0.621076113917414,0.218573293316756,0.000927904848635602
"V32",0.499899928495927,1.70289809068859,0.0236748107447444
"V33",1.56705669858796,0.326586473798423,0.156576537509448
"V34",1.16479548713523,2.25597579379407,0.306226731779717
"V35",1.68649796738462,0.776719262543859,0.167208110151862
"V36",1.94316545527771,1.53065380783528,0.208828022399885
"V37",2.33583281942716,2.39575673926048,0.138525987999227
"V38",0.541347163227329,1.23475541859839,0.00282867480738409
"V39",0.589227601285903,1.00805631489399,0.0164558737210678
"V40",3.09062399170054,1.92446656001939,0.256414782025634
"V41",1.97973292785334,2.11863590469445,0.197934218381995
"V42",1.33599377417816,1.49984648811161,0.139975554408319
"V43",0.444717257675793,2.3392211649597,0.121396074114259
"V44",1.54464817428787,0.541741191936477,0.149981356973606
"V45",1.15941423388358,1.43223399653047,0.147033174594982
